"","origin","host_class","host_order","host_family","host_genus","host_species","virus_family","virus_genus"
"632","HP3","Mammalia","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus","Reoviridae","Orbivirus"
"633","HP3","Mammalia","Artiodactyla","Bovidae","Cephalophus","Cephalophus dorsalis","Reoviridae","Orbivirus"
"634","HP3","Mammalia","Artiodactyla","Bovidae","Cephalophus","Cephalophus leucogaster","Reoviridae","Orbivirus"
"635","HP3","Mammalia","Artiodactyla","Bovidae","Cephalophus","Cephalophus nigrifrons","Reoviridae","Orbivirus"
"636","HP3","Mammalia","Artiodactyla","Bovidae","Cephalophus","Cephalophus weynsi","Reoviridae","Orbivirus"
"637","HP3","Mammalia","Perissodactyla","Rhinocerotidae","Ceratotherium","Ceratotherium simum","Reoviridae","Orbivirus"
"638","HP3","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus","Reoviridae","Orbivirus"
"639","HP3","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus nippon","Reoviridae","Orbivirus"
"640","HP3","Mammalia","Pilosa","Megalonychidae","Choloepus","Choloepus hoffmanni","Reoviridae","Orbivirus"
"641","HP3","Mammalia","Artiodactyla","Bovidae","Connochaetes","Connochaetes taurinus","Reoviridae","Orbivirus"
"642","HP3","Mammalia","Rodentia","Nesomyidae","Cricetomys","Cricetomys gambianus","Reoviridae","Orbivirus"
"643","HP3","Mammalia","Carnivora","Hyaenidae","Crocuta","Crocuta crocuta","Reoviridae","Orbivirus"
"644","HP3","Mammalia","Artiodactyla","Cervidae","Dama","Dama dama","Reoviridae","Orbivirus"
"645","HP3","Mammalia","Artiodactyla","Bovidae","Damaliscus","Damaliscus lunatus","Reoviridae","Orbivirus"
"646","HP3","Mammalia","Perissodactyla","Rhinocerotidae","Diceros","Diceros bicornis","Reoviridae","Orbivirus"
"647","HP3","Mammalia","Chiroptera","Pteropodidae","Eidolon","Eidolon helvum","Reoviridae","Orbivirus"
"648","HP3","Mammalia","Proboscidea","Elephantidae","Elephas","Elephas maximus","Reoviridae","Orbivirus"
"649","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus asinus","Reoviridae","Orbivirus"
"650","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus burchellii","Reoviridae","Orbivirus"
"651","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus caballus","Reoviridae","Orbivirus"
"652","HP3","Mammalia","Artiodactyla","Bovidae","Eudorcas","Eudorcas thomsonii","Reoviridae","Orbivirus"
"653","HP3","Mammalia","Carnivora","Otariidae","Eumetopias","Eumetopias jubatus","Reoviridae","Orbivirus"
"654","HP3","Mammalia","Artiodactyla","Bovidae","Gazella","Gazella gazella","Reoviridae","Orbivirus"
"655","HP3","Mammalia","Artiodactyla","Bovidae","Gazella","Gazella subgutturosa","Reoviridae","Orbivirus"
"656","HP3","Mammalia","Carnivora","Viverridae","Genetta","Genetta maculata","Reoviridae","Orbivirus"
"657","HP3","Mammalia","Artiodactyla","Giraffidae","Giraffa","Giraffa camelopardalis","Reoviridae","Orbivirus"
"658","HP3","Mammalia","Artiodactyla","Bovidae","Hippotragus","Hippotragus niger","Reoviridae","Orbivirus"
"659","HP3","Mammalia","Artiodactyla","Bovidae","Kobus","Kobus ellipsiprymnus","Reoviridae","Orbivirus"
"660","HP3","Mammalia","Proboscidea","Elephantidae","Loxodonta","Loxodonta africana","Reoviridae","Orbivirus"
"661","HP3","Mammalia","Carnivora","Canidae","Lycaon","Lycaon pictus","Reoviridae","Orbivirus"
"662","HP3","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus agilis","Reoviridae","Orbivirus"
"663","HP3","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus fuliginosus","Reoviridae","Orbivirus"
"664","HP3","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus giganteus","Reoviridae","Orbivirus"
"665","HP3","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus robustus","Reoviridae","Orbivirus"
"666","HP3","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus rufus","Reoviridae","Orbivirus"
"667","HP3","Mammalia","Rodentia","Muridae","Mastomys","Mastomys natalensis","Reoviridae","Orbivirus"
"668","HP3","Mammalia","Rodentia","Muridae","Meriones","Meriones hurrianae","Reoviridae","Orbivirus"
"669","HP3","Mammalia","Artiodactyla","Bovidae","Nanger","Nanger granti","Reoviridae","Orbivirus"
"670","HP3","Mammalia","Chiroptera","Nycteridae","Nycteris","Nycteris gambiensis","Reoviridae","Orbivirus"
"671","HP3","Mammalia","Chiroptera","Nycteridae","Nycteris","Nycteris nana","Reoviridae","Orbivirus"
"672","HP3","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus","Reoviridae","Orbivirus"
"673","HP3","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus virginianus","Reoviridae","Orbivirus"
"674","HP3","Mammalia","Artiodactyla","Bovidae","Oreamnos","Oreamnos americanus","Reoviridae","Orbivirus"
"675","HP3","Mammalia","Artiodactyla","Bovidae","Oryx","Oryx beisa","Reoviridae","Orbivirus"
"676","HP3","Mammalia","Artiodactyla","Bovidae","Oryx","Oryx gazella","Reoviridae","Orbivirus"
"677","HP3","Mammalia","Artiodactyla","Bovidae","Oryx","Oryx leucoryx","Reoviridae","Orbivirus"
"678","HP3","Mammalia","Rodentia","Cricetidae","Hylaeamys","Oryzomys megacephalus","Reoviridae","Orbivirus"
"679","HP3","Mammalia","Rodentia","Muridae","Otomys","Otomys irroratus","Reoviridae","Orbivirus"
"680","HP3","Mammalia","Artiodactyla","Bovidae","Ourebia","Ourebia ourebi","Reoviridae","Orbivirus"
"681","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries","Reoviridae","Orbivirus"
"682","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis canadensis","Reoviridae","Orbivirus"
"683","HP3","Mammalia","Carnivora","Felidae","Panthera","Panthera leo","Reoviridae","Orbivirus"
"684","HP3","Mammalia","Artiodactyla","Bovidae","Philantomba","Philantomba monticola","Reoviridae","Orbivirus"
"685","HP3","Mammalia","Artiodactyla","Cervidae","Rangifer","Rangifer tarandus","Reoviridae","Orbivirus"
"686","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus norvegicus","Reoviridae","Orbivirus"
"687","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus","Reoviridae","Orbivirus"
"688","HP3","Mammalia","Artiodactyla","Bovidae","Redunca","Redunca arundinum","Reoviridae","Orbivirus"
"689","HP3","Mammalia","Artiodactyla","Bovidae","Redunca","Redunca fulvorufula","Reoviridae","Orbivirus"
"690","HP3","Mammalia","Chiroptera","Pteropodidae","Syconycteris","Syconycteris australis","Reoviridae","Orbivirus"
"691","HP3","Mammalia","Artiodactyla","Bovidae","Syncerus","Syncerus caffer","Reoviridae","Orbivirus"
"692","HP3","Mammalia","Rodentia","Muridae","Tatera","Tatera indica","Reoviridae","Orbivirus"
"693","HP3","Mammalia","Artiodactyla","Bovidae","Tragelaphus","Taurotragus oryx","Reoviridae","Orbivirus"
"694","HP3","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys swinderianus","Reoviridae","Orbivirus"
"695","HP3","Mammalia","Artiodactyla","Bovidae","Tragelaphus","Tragelaphus angasii","Reoviridae","Orbivirus"
"696","HP3","Mammalia","Artiodactyla","Bovidae","Tragelaphus","Tragelaphus strepsiceros","Reoviridae","Orbivirus"
"697","HP3","Mammalia","Carnivora","Ursidae","Ursus","Ursus americanus","Reoviridae","Orbivirus"
"698","HP3","Mammalia","Carnivora","Canidae","Canis","Canis lupus","Reoviridae","Orthoreovirus"
"699","HP3","Mammalia","Rodentia","Cricetidae","Microtus","Microtus pennsylvanicus","Reoviridae","Orthoreovirus"
"700","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio cynocephalus","Reoviridae","Orthoreovirus"
"701","HP3","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus","Reoviridae","Orthoreovirus"
"702","HP3","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus leschenaultii","Reoviridae","Orthoreovirus"
"703","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","Reoviridae","Rotavirus"
"704","HP3","Mammalia","Carnivora","Canidae","Nyctereutes","Nyctereutes procyonoides","Reoviridae","Rotavirus"
"705","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries","Reoviridae","Rotavirus"
"706","HP3","Mammalia","Carnivora","Viverridae","Paguma","Paguma larvata","Reoviridae","Rotavirus"
"707","HP3","Mammalia","Primates","Hominidae","Pongo","Pongo pygmaeus","Reoviridae","Rotavirus"
"708","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa","Reoviridae","Rotavirus"
"709","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","Reoviridae","Seadornavirus"
"710","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa","Reoviridae","Seadornavirus"
"711","HP3","Mammalia","Rodentia","Cricetidae","Calomys","Calomys callosus","Retroviridae","Betaretrovirus"
"712","HP3","Mammalia","Artiodactyla","Bovidae","Capra","Capra hircus","Retroviridae","Betaretrovirus"
"713","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca mulatta","Retroviridae","Betaretrovirus"
"714","HP3","Mammalia","Rodentia","Muridae","Mus","Mus musculus","Retroviridae","Betaretrovirus"
"715","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries","Retroviridae","Betaretrovirus"
"716","HP3","Mammalia","Primates","Cebidae","Saimiri","Saimiri sciureus","Retroviridae","Betaretrovirus"
"717","HP3","Mammalia","Primates","Cercopithecidae","Semnopithecus","Semnopithecus entellus","Retroviridae","Betaretrovirus"
"718","HP3","Mammalia","Primates","Cercopithecidae","Trachypithecus","Trachypithecus obscurus","Retroviridae","Betaretrovirus"
"719","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","Retroviridae","Deltaretrovirus"
"720","HP3","Mammalia","Artiodactyla","Bovidae","Bubalus","Bubalus bubalis","Retroviridae","Deltaretrovirus"
"721","HP3","Mammalia","Primates","Cercopithecidae","Cercocebus","Cercocebus agilis","Retroviridae","Deltaretrovirus"
"722","HP3","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus mona","Retroviridae","Deltaretrovirus"
"723","HP3","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus nictitans","Retroviridae","Deltaretrovirus"
"724","HP3","Mammalia","Primates","Cercopithecidae","Lophocebus","Lophocebus albigena","Retroviridae","Deltaretrovirus"
"725","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca maura","Retroviridae","Deltaretrovirus"
"726","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca nigra","Retroviridae","Deltaretrovirus"
"727","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca ochreata","Retroviridae","Deltaretrovirus"
"728","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca tonkeana","Retroviridae","Deltaretrovirus"
"729","HP3","Mammalia","Primates","Hominidae","Pan","Pan paniscus","Retroviridae","Deltaretrovirus"
"730","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio anubis","Retroviridae","Deltaretrovirus"
"731","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio cynocephalus","Retroviridae","Deltaretrovirus"
"732","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio hamadryas","Retroviridae","Deltaretrovirus"
"733","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio ursinus","Retroviridae","Deltaretrovirus"
"734","HP3","Mammalia","Rodentia","Caviidae","Cavia","Cavia porcellus","Retroviridae","Gammaretrovirus"
"735","HP3","Mammalia","Carnivora","Felidae","Felis","Felis catus","Retroviridae","Gammaretrovirus"
"736","HP3","Mammalia","Carnivora","Felidae","Felis","Felis silvestris","Retroviridae","Gammaretrovirus"
"737","HP3","Mammalia","Primates","Hylobatidae","Hylobates","Hylobates lar","Retroviridae","Gammaretrovirus"
"738","HP3","Mammalia","Primates","Atelidae","Lagothrix","Lagothrix lagotricha","Retroviridae","Gammaretrovirus"
"739","HP3","Mammalia","Carnivora","Felidae","Lynx","Lynx pardinus","Retroviridae","Gammaretrovirus"
"740","HP3","Mammalia","Rodentia","Muridae","Mus","Mus cervicolor","Retroviridae","Gammaretrovirus"
"741","HP3","Mammalia","Rodentia","Muridae","Mus","Mus musculus","Retroviridae","Gammaretrovirus"
"742","HP3","Mammalia","Rodentia","Muridae","Mus","Mus spicilegus","Retroviridae","Gammaretrovirus"
"743","HP3","Mammalia","Carnivora","Felidae","Puma","Puma concolor","Retroviridae","Gammaretrovirus"
"744","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa","Retroviridae","Gammaretrovirus"
"745","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos javanicus","Retroviridae","Lentivirus"
"746","HP3","Mammalia","Artiodactyla","Bovidae","Bubalus","Bubalus bubalis","Retroviridae","Lentivirus"
"747","HP3","Mammalia","Artiodactyla","Bovidae","Capra","Capra hircus","Retroviridae","Lentivirus"
"748","HP3","Mammalia","Carnivora","Felidae","Caracal","Caracal caracal","Retroviridae","Lentivirus"
"749","HP3","Mammalia","Primates","Cercopithecidae","Cercocebus","Cercocebus atys","Retroviridae","Lentivirus"
"750","HP3","Mammalia","Primates","Cercopithecidae","Cercocebus","Cercocebus galeritus","Retroviridae","Lentivirus"
"751","HP3","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus cephus","Retroviridae","Lentivirus"
"752","HP3","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus mona","Retroviridae","Lentivirus"
"753","HP3","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus neglectus","Retroviridae","Lentivirus"
"754","HP3","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus nictitans","Retroviridae","Lentivirus"
"755","HP3","Mammalia","Primates","Cercopithecidae","Colobus","Colobus guereza","Retroviridae","Lentivirus"
"756","HP3","Mammalia","Carnivora","Hyaenidae","Crocuta","Crocuta crocuta","Retroviridae","Lentivirus"
"757","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus caballus","Retroviridae","Lentivirus"
"758","HP3","Mammalia","Carnivora","Felidae","Felis","Felis catus","Retroviridae","Lentivirus"
"759","HP3","Mammalia","Primates","Cercopithecidae","Lophocebus","Lophocebus albigena","Retroviridae","Lentivirus"
"760","HP3","Mammalia","Carnivora","Felidae","Lynx","Lynx rufus","Retroviridae","Lentivirus"
"761","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca mulatta","Retroviridae","Lentivirus"
"762","HP3","Mammalia","Primates","Cercopithecidae","Mandrillus","Mandrillus leucophaeus","Retroviridae","Lentivirus"
"763","HP3","Mammalia","Primates","Cercopithecidae","Mandrillus","Mandrillus sphinx","Retroviridae","Lentivirus"
"764","HP3","Mammalia","Primates","Cercopithecidae","Miopithecus","Miopithecus talapoin","Retroviridae","Lentivirus"
"765","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries","Retroviridae","Lentivirus"
"766","HP3","Mammalia","Primates","Hominidae","Pan","Pan troglodytes","Retroviridae","Lentivirus"
"767","HP3","Mammalia","Carnivora","Felidae","Panthera","Panthera pardus","Retroviridae","Lentivirus"
"768","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio cynocephalus","Retroviridae","Lentivirus"
"769","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio ursinus","Retroviridae","Lentivirus"
"770","HP3","Mammalia","Carnivora","Felidae","Puma","Puma concolor","Retroviridae","Lentivirus"
"771","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","Tobaniviridae","Torovirus"
"772","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus caballus","Tobaniviridae","Torovirus"
"773","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa","Tobaniviridae","Torovirus"
"774","HP3","Mammalia","Rodentia","Cricetidae","Akodon","Akodon azarae",NA,"Alphavirus"
"775","HP3","Mammalia","Primates","Atelidae","Alouatta","Alouatta caraya",NA,"Alphavirus"
"776","HP3","Mammalia","Primates","Atelidae","Alouatta","Alouatta seniculus",NA,"Alphavirus"
"777","HP3","Mammalia","Rodentia","Sciuridae","Ammospermophilus","Ammospermophilus nelsoni",NA,"Alphavirus"
"778","HP3","Mammalia","Chiroptera","Phyllostomidae","Artibeus","Artibeus jamaicensis",NA,"Alphavirus"
"779","HP3","Mammalia","Chiroptera","Phyllostomidae","Artibeus","Artibeus lituratus",NA,"Alphavirus"
"780","HP3","Mammalia","Chiroptera","Phyllostomidae","Dermanura","Artibeus phaeotis",NA,"Alphavirus"
"781","HP3","Mammalia","Erinaceomorpha","Erinaceidae","Atelerix","Atelerix albiventris",NA,"Alphavirus"
"782","HP3","Mammalia","Artiodactyla","Bovidae","Bison","Bison bison",NA,"Alphavirus"
"783","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus",NA,"Alphavirus"
"784","HP3","Mammalia","Pilosa","Bradypodidae","Bradypus","Bradypus tridactylus",NA,"Alphavirus"
"785","HP3","Mammalia","Primates","Callitrichidae","Mico","Callithrix leucippe",NA,"Alphavirus"
"786","HP3","Mammalia","Didelphimorphia","Didelphidae","Caluromys","Caluromys philander",NA,"Alphavirus"
"787","HP3","Mammalia","Carnivora","Canidae","Canis","Canis lupus",NA,"Alphavirus"
"788","HP3","Mammalia","Chiroptera","Phyllostomidae","Carollia","Carollia brevicauda",NA,"Alphavirus"
"789","HP3","Mammalia","Chiroptera","Phyllostomidae","Carollia","Carollia perspicillata",NA,"Alphavirus"
"790","HP3","Mammalia","Chiroptera","Phyllostomidae","Carollia","Carollia subrufa",NA,"Alphavirus"
"791","HP3","Mammalia","Artiodactyla","Bovidae","Cephalophus","Cephalophus dorsalis",NA,"Alphavirus"
"792","HP3","Mammalia","Artiodactyla","Bovidae","Cephalophus","Cephalophus leucogaster",NA,"Alphavirus"
"793","HP3","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus ascanius",NA,"Alphavirus"
"794","HP3","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus pogonias",NA,"Alphavirus"
"795","HP3","Mammalia","Chiroptera","Molossidae","Chaerephon","Chaerephon pumilus",NA,"Alphavirus"
"796","HP3","Mammalia","Primates","Cercopithecidae","Chlorocebus","Chlorocebus aethiops",NA,"Alphavirus"
"797","HP3","Mammalia","Pilosa","Megalonychidae","Choloepus","Choloepus didactylus",NA,"Alphavirus"
"798","HP3","Mammalia","Pilosa","Megalonychidae","Choloepus","Choloepus hoffmanni",NA,"Alphavirus"
"799","HP3","Mammalia","Rodentia","Erethizontidae","Coendou","Coendou prehensilis",NA,"Alphavirus"
"800","HP3","Mammalia","Rodentia","Cuniculidae","Cuniculus","Cuniculus paca",NA,"Alphavirus"
"801","HP3","Mammalia","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta leporina",NA,"Alphavirus"
"802","HP3","Mammalia","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta punctata",NA,"Alphavirus"
"803","HP3","Mammalia","Cingulata","Dasypodidae","Dasypus","Dasypus novemcinctus",NA,"Alphavirus"
"804","HP3","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus",NA,"Alphavirus"
"805","HP3","Mammalia","Didelphimorphia","Didelphidae","Didelphis","Didelphis marsupialis",NA,"Alphavirus"
"806","HP3","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","Eptesicus fuscus",NA,"Alphavirus"
"807","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus asinus",NA,"Alphavirus"
"808","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus caballus",NA,"Alphavirus"
"809","HP3","Mammalia","Primates","Cercopithecidae","Erythrocebus","Erythrocebus patas",NA,"Alphavirus"
"810","HP3","Mammalia","Carnivora","Felidae","Felis","Felis catus",NA,"Alphavirus"
"811","HP3","Mammalia","Primates","Galagidae","Galago","Galago senegalensis",NA,"Alphavirus"
"812","HP3","Mammalia","Chiroptera","Phyllostomidae","Glossophaga","Glossophaga commissarisi",NA,"Alphavirus"
"813","HP3","Mammalia","Chiroptera","Phyllostomidae","Glossophaga","Glossophaga soricina",NA,"Alphavirus"
"814","HP3","Mammalia","Rodentia","Heteromyidae","Heteromys","Heteromys anomalus",NA,"Alphavirus"
"815","HP3","Mammalia","Chiroptera","Hipposideridae","Hipposideros","Hipposideros caffer",NA,"Alphavirus"
"816","HP3","Mammalia","Rodentia","Echimyidae","Hoplomys","Hoplomys gymnurus",NA,"Alphavirus"
"817","HP3","Mammalia","Rodentia","Muridae","Hydromys","Hydromys chrysogaster",NA,"Alphavirus"
"818","HP3","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus cinereus",NA,"Alphavirus"
"819","HP3","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus americanus",NA,"Alphavirus"
